name,Machine,NumberOfSections,PointerToSymbolTable,NumberOfSymbols,SizeOfOptionalHeader,Characteristics,Magic,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,ImageBase,SectionAlignment,FileAlignment,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubsystemVersion,MinorSubsystemVersion,Win32VersionValue,SizeOfImage,SizeOfHeaders,CheckSum,Subsystem,DllCharacteristics,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags,NumberOfRvaAndSizes,keterangan
E:/sampel/zeus/pid1732/file.0x80ef7e00.0xff39c008.ImageSectionObject.sfc_os.dll.img,332,4,0,0,224,8462,267,7,10,98304,61952,0,61594,4096,1992687616,4096,512,5,1,5,1,4,10,0,172032,1024,154453,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid1732/file.0x80ef7e00.0xff39c008.ImageSectionObject.sfc_os.dll.img,332,4,0,0,224,8462,267,7,10,98304,61952,0,61594,4096,1992687616,4096,512,5,1,5,1,4,10,0,172032,1024,154453,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid1732/file.0x80efcd20.0x80f61110.ImageSectionObject.msvcrt.dll.img,332,4,0,0,224,8462,267,7,10,310784,39424,0,62113,4096,2009137152,4096,512,5,1,5,1,4,0,0,360448,1024,359635,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid1732/file.0x80f04280.0x80f5a880.ImageSectionObject.imagehlp.dll.img,332,4,0,0,224,8462,267,7,10,135680,12288,0,4717,4096,1992884224,4096,512,5,1,5,1,4,0,0,163840,1024,188984,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid1732/file.0x80f27750.0x80fb1108.ImageSectionObject.comctl32.dll.img,332,4,0,0,224,8462,267,7,10,589824,461312,0,17075,4096,2000486400,4096,512,5,1,5,1,4,10,0,1056768,1024,1065968,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid1732/file.0x80f28b68.0xff3661e0.ImageSectionObject.uxtheme.dll.img,332,4,0,0,224,8462,267,7,10,193024,24576,0,5670,4096,1524039680,4096,512,5,1,5,1,4,10,0,229376,1024,255544,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid1732/file.0x80f29bc0.0x80f2a598.ImageSectionObject.oleaut32.dll.img,332,5,0,0,224,8462,267,7,10,521728,31232,0,5464,4096,1997668352,4096,512,5,1,5,1,4,10,0,573440,1024,616791,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid1732/file.0x80f2e660.0x81023970.ImageSectionObject.rpcrt4.dll.img,332,5,0,0,224,8462,267,7,10,558592,23040,0,25220,4096,2011627520,4096,512,5,1,5,1,4,10,0,593920,1024,640130,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid1732/file.0x80f4c738.0x81024b00.ImageSectionObject.setupapi.dll.img,332,4,0,0,224,11534,267,7,10,510464,472576,0,5530,4096,2006056960,4096,512,5,1,5,1,4,0,0,995328,1024,1005931,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid1732/file.0x80f4d128.0x80fb1c48.ImageSectionObject.secur32.dll.img,332,4,0,0,224,8462,267,7,10,49664,5632,0,8497,4096,2013134848,4096,512,5,1,5,1,4,0,0,69632,1024,107137,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid1732/file.0x80f4d3c8.0x80fb5578.ImageSectionObject.ws2_32.dll.img,332,4,0,0,224,8462,267,7,10,74240,7680,0,4723,4096,1907032064,4096,512,5,1,5,1,4,10,0,94208,1024,131851,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid1732/file.0x80f63920.0x80f2acb0.ImageSectionObject.advapi32.dll.img,332,4,0,0,224,8462,267,7,10,476160,146432,0,28884,4096,2010972160,4096,512,5,1,5,1,4,0,0,634880,1024,658916,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid1732/file.0x80f649c8.0x80ff8db0.ImageSectionObject.winsta.dll.img,332,4,0,0,224,8462,267,7,10,48640,4096,0,4320,4096,1983250432,4096,512,5,1,5,1,4,10,0,65536,1024,85273,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid1732/file.0x80f72c48.0x80ff9c28.ImageSectionObject.ole32.dll.img,332,5,0,0,224,8462,267,7,10,1193984,87552,0,73921,4096,2001600512,4096,512,5,1,5,1,4,0,0,1294336,1024,1327614,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid1732/file.0x80f7ca70.0x80f777d0.ImageSectionObject.shlwapi.dll.img,332,4,0,0,224,8462,267,7,10,441344,32768,0,20987,4096,2012610560,4096,512,5,1,5,1,4,0,0,483328,1024,510103,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid1732/file.0x80fb13e8.0x80fca668.ImageSectionObject.sfc.dll.img,332,4,0,0,224,8462,267,7,10,2048,2048,0,4659,4096,1991966720,4096,512,5,1,5,1,4,10,0,20480,1024,68350,3,1024,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid1732/file.0x80fb2ee8.0x80fcb6c8.DataSectionObject.shimeng.dll.dat,332,4,0,0,224,8462,267,7,10,55808,86528,0,36409,4096,1555496960,4096,512,5,1,5,1,4,0,0,155648,1024,99713,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid1732/file.0x80fb2ee8.0xff3653d0.ImageSectionObject.shimeng.dll.img,332,4,0,0,224,8462,267,7,10,55808,86528,0,36409,4096,1555496960,4096,512,5,1,5,1,4,0,0,155648,1024,99713,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid1732/file.0x80fb5ac0.0xff277ef8.DataSectionObject.winmm.dll.dat,332,4,0,0,224,8462,267,7,10,126464,51200,0,11113,4096,1991507968,4096,512,5,1,5,1,4,0,0,184320,1024,191754,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid1732/file.0x80fb5ac0.0xff36a1e0.ImageSectionObject.winmm.dll.img,332,4,0,0,224,8462,267,7,10,126464,51200,0,11113,4096,1991507968,4096,512,5,1,5,1,4,0,0,184320,1024,191754,2,0,262144,4096,1048576,4096,0,16,1
