name,Machine,NumberOfSections,PointerToSymbolTable,NumberOfSymbols,SizeOfOptionalHeader,Characteristics,Magic,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,ImageBase,SectionAlignment,FileAlignment,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubsystemVersion,MinorSubsystemVersion,Win32VersionValue,SizeOfImage,SizeOfHeaders,CheckSum,Subsystem,DllCharacteristics,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags,NumberOfRvaAndSizes,keterangan
E:/sampel/zeus/pid688/file.0x80fb5ac0.0xff277ef8.DataSectionObject.winmm.dll.dat,332,4,0,0,224,8462,267,7,10,126464,51200,0,11113,4096,1991507968,4096,512,5,1,5,1,4,0,0,184320,1024,191754,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid688/file.0x80efb0f8.0x80f2eca0.ImageSectionObject.comctl32.dll.img,332,4,0,0,224,8462,267,7,10,458240,152576,0,13018,4096,1560870912,4096,512,5,1,5,1,4,0,0,618496,1024,651397,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid688/file.0x80efcd20.0x80f61110.ImageSectionObject.msvcrt.dll.img,332,4,0,0,224,8462,267,7,10,310784,39424,0,62113,4096,2009137152,4096,512,5,1,5,1,4,0,0,360448,1024,359635,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid688/file.0x80efe670.0x80f65f70.ImageSectionObject.msprivs.dll.img,332,2,0,0,224,8462,267,7,10,0,47104,0,0,4096,536870912,4096,512,5,1,5,1,4,10,0,57344,1024,106633,3,1024,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid688/file.0x80effe28.0xff3654a8.ImageSectionObject.ntdsapi.dll.img,332,4,0,0,224,8462,267,7,10,61440,4608,0,4688,4096,1987706880,4096,512,5,1,5,1,4,10,0,77824,1024,106358,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid688/file.0x80f05028.0x80f2a300.ImageSectionObject.lsass.exe.img,332,3,0,0,224,303,267,7,10,4608,7680,0,5309,4096,16777216,4096,512,5,1,5,1,4,0,0,24576,1024,73925,2,32768,262144,24576,1048576,4096,0,16,1
E:/sampel/zeus/pid688/file.0x80f05b90.0x80fb6cf8.ImageSectionObject.authz.dll.img,332,4,0,0,224,8462,267,7,10,52224,3584,0,4560,4096,2003566592,4096,512,5,1,5,1,4,10,0,69632,1024,89552,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid688/file.0x80f27750.0x80fb1108.ImageSectionObject.comctl32.dll.img,332,4,0,0,224,8462,267,7,10,589824,461312,0,17075,4096,2000486400,4096,512,5,1,5,1,4,10,0,1056768,1024,1065968,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid688/file.0x80f28b68.0xff3661e0.ImageSectionObject.uxtheme.dll.img,332,4,0,0,224,8462,267,7,10,193024,24576,0,5670,4096,1524039680,4096,512,5,1,5,1,4,10,0,229376,1024,255544,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid688/file.0x80f29bc0.0x80f2a598.ImageSectionObject.oleaut32.dll.img,332,5,0,0,224,8462,267,7,10,521728,31232,0,5464,4096,1997668352,4096,512,5,1,5,1,4,10,0,573440,1024,616791,3,0,262144,4096,1048576,4096,0,16,1
