name,Machine,NumberOfSections,PointerToSymbolTable,NumberOfSymbols,SizeOfOptionalHeader,Characteristics,Magic,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,ImageBase,SectionAlignment,FileAlignment,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubsystemVersion,MinorSubsystemVersion,Win32VersionValue,SizeOfImage,SizeOfHeaders,CheckSum,Subsystem,DllCharacteristics,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags,NumberOfRvaAndSizes,keterangan
E:/sampel/zeus/pid1724/file.0x80efb0f8.0x80f2eca0.ImageSectionObject.comctl32.dll.img,332,4,0,0,224,8462,267,7,10,458240,152576,0,13018,4096,1560870912,4096,512,5,1,5,1,4,0,0,618496,1024,651397,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid1724/file.0x80efb0f8.0x80f2eca0.ImageSectionObject.comctl32.dll.img,332,4,0,0,224,8462,267,7,10,458240,152576,0,13018,4096,1560870912,4096,512,5,1,5,1,4,0,0,618496,1024,651397,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid1724/file.0x80efcd20.0x80f61110.ImageSectionObject.msvcrt.dll.img,332,4,0,0,224,8462,267,7,10,310784,39424,0,62113,4096,2009137152,4096,512,5,1,5,1,4,0,0,360448,1024,359635,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid1724/file.0x80f04280.0x80f5a880.ImageSectionObject.imagehlp.dll.img,332,4,0,0,224,8462,267,7,10,135680,12288,0,4717,4096,1992884224,4096,512,5,1,5,1,4,0,0,163840,1024,188984,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid1724/file.0x80f0ced0.0xff1e82b8.ImageSectionObject.shdocvw.dll.img,332,4,0,0,224,8462,267,7,10,880640,612864,0,89681,4096,2004221952,4096,512,5,1,5,1,4,0,0,1499136,1024,1541536,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid1724/file.0x80f0d230.0x80f0af30.ImageSectionObject.wdmaud.drv.img,332,4,0,0,224,8462,267,7,10,19456,3072,0,17357,4096,1926365184,4096,512,5,1,5,1,4,0,0,36864,1024,64201,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid1724/file.0x80f27750.0x80fb1108.ImageSectionObject.comctl32.dll.img,332,4,0,0,224,8462,267,7,10,589824,461312,0,17075,4096,2000486400,4096,512,5,1,5,1,4,10,0,1056768,1024,1065968,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid1724/file.0x80f28b68.0xff3661e0.ImageSectionObject.uxtheme.dll.img,332,4,0,0,224,8462,267,7,10,193024,24576,0,5670,4096,1524039680,4096,512,5,1,5,1,4,10,0,229376,1024,255544,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid1724/file.0x80f29bc0.0x80f2a598.ImageSectionObject.oleaut32.dll.img,332,5,0,0,224,8462,267,7,10,521728,31232,0,5464,4096,1997668352,4096,512,5,1,5,1,4,10,0,573440,1024,616791,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid1724/file.0x80f2bba0.0xff25cb10.ImageSectionObject.ntshrui.dll.img,332,4,0,0,224,8462,267,7,10,45056,97792,0,7883,4096,1989738496,4096,512,5,1,5,1,4,10,0,151552,1024,174790,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid1724/file.0x80f2e660.0x81023970.ImageSectionObject.rpcrt4.dll.img,332,5,0,0,224,8462,267,7,10,558592,23040,0,25220,4096,2011627520,4096,512,5,1,5,1,4,10,0,593920,1024,640130,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid1724/file.0x80f4c738.0x81024b00.ImageSectionObject.setupapi.dll.img,332,4,0,0,224,11534,267,7,10,510464,472576,0,5530,4096,2006056960,4096,512,5,1,5,1,4,0,0,995328,1024,1005931,2,0,262144,4096,1048576,4096,0,16,1
