name,Machine,NumberOfSections,PointerToSymbolTable,NumberOfSymbols,SizeOfOptionalHeader,Characteristics,Magic,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,ImageBase,SectionAlignment,FileAlignment,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubsystemVersion,MinorSubsystemVersion,Win32VersionValue,SizeOfImage,SizeOfHeaders,CheckSum,Subsystem,DllCharacteristics,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags,NumberOfRvaAndSizes,keterangan
E:/sampel/zeus/pid432/file.0x80efb0f8.0x80f2eca0.ImageSectionObject.comctl32.dll.img,332,4,0,0,224,8462,267,7,10,458240,152576,0,13018,4096,1560870912,4096,512,5,1,5,1,4,0,0,618496,1024,651397,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0x80efb0f8.0x80f2eca0.ImageSectionObject.comctl32.dll.img,332,4,0,0,224,8462,267,7,10,458240,152576,0,13018,4096,1560870912,4096,512,5,1,5,1,4,0,0,618496,1024,651397,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0x80efcd20.0x80f61110.ImageSectionObject.msvcrt.dll.img,332,4,0,0,224,8462,267,7,10,310784,39424,0,62113,4096,2009137152,4096,512,5,1,5,1,4,0,0,360448,1024,359635,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0x80f27750.0x80fb1108.ImageSectionObject.comctl32.dll.img,332,4,0,0,224,8462,267,7,10,589824,461312,0,17075,4096,2000486400,4096,512,5,1,5,1,4,10,0,1056768,1024,1065968,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0x80f28b68.0xff3661e0.ImageSectionObject.uxtheme.dll.img,332,4,0,0,224,8462,267,7,10,193024,24576,0,5670,4096,1524039680,4096,512,5,1,5,1,4,10,0,229376,1024,255544,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0x80f29bc0.0x80f2a598.ImageSectionObject.oleaut32.dll.img,332,5,0,0,224,8462,267,7,10,521728,31232,0,5464,4096,1997668352,4096,512,5,1,5,1,4,10,0,573440,1024,616791,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0x80f2e660.0x81023970.ImageSectionObject.rpcrt4.dll.img,332,5,0,0,224,8462,267,7,10,558592,23040,0,25220,4096,2011627520,4096,512,5,1,5,1,4,10,0,593920,1024,640130,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0x80f4d128.0x80fb1c48.ImageSectionObject.secur32.dll.img,332,4,0,0,224,8462,267,7,10,49664,5632,0,8497,4096,2013134848,4096,512,5,1,5,1,4,0,0,69632,1024,107137,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0x80f4d3c8.0x80fb5578.ImageSectionObject.ws2_32.dll.img,332,4,0,0,224,8462,267,7,10,74240,7680,0,4723,4096,1907032064,4096,512,5,1,5,1,4,10,0,94208,1024,131851,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0x80f63920.0x80f2acb0.ImageSectionObject.advapi32.dll.img,332,4,0,0,224,8462,267,7,10,476160,146432,0,28884,4096,2010972160,4096,512,5,1,5,1,4,0,0,634880,1024,658916,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0x80f72c48.0x80ff9c28.ImageSectionObject.ole32.dll.img,332,5,0,0,224,8462,267,7,10,1193984,87552,0,73921,4096,2001600512,4096,512,5,1,5,1,4,0,0,1294336,1024,1327614,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0x80f7ca70.0x80f777d0.ImageSectionObject.shlwapi.dll.img,332,4,0,0,224,8462,267,7,10,441344,32768,0,20987,4096,2012610560,4096,512,5,1,5,1,4,0,0,483328,1024,510103,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0x80fb2b70.0xff388508.ImageSectionObject.mfc80u.dll.img,332,4,0,0,224,8450,267,8,0,946176,154624,0,808344,4096,2016280576,4096,512,4,0,8,0,4,0,0,1110016,1024,1148596,2,320,1048576,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0x80fb5e58.0x80fb4f30.ImageSectionObject.VMwareTray.exe.img,332,4,0,0,224,259,267,8,0,8192,122880,0,9322,4096,4194304,4096,4096,4,0,0,0,4,0,0,135168,4096,198780,2,0,1048576,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0x80fb7d28.0x80ffd008.ImageSectionObject.kernel32.dll.img,332,4,0,0,224,8462,267,7,10,531968,458240,0,46134,4096,2088763392,4096,512,5,1,5,1,4,0,0,999424,1024,1046600,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0x80feb1c8.0xff380640.ImageSectionObject.iphlpapi.dll.img,332,4,0,0,224,8462,267,7,10,77312,16384,0,21495,4096,1993736192,4096,512,5,1,5,1,4,10,0,102400,1024,130252,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0x81002210.0x80f28ea0.ImageSectionObject.psapi.dll.img,332,4,0,0,224,8462,267,7,10,16384,14848,0,4337,4096,1992228864,4096,512,5,1,5,1,4,0,0,45056,1024,41627,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0x81025e20.0x80f05390.ImageSectionObject.vmtools.dll.img,332,5,0,0,224,8450,267,8,0,262144,212992,0,173610,4096,268435456,4096,4096,4,0,0,0,4,0,0,487424,4096,501319,2,0,1048576,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0x81075220.0x80f49148.ImageSectionObject.ntdll.dll.img,332,4,0,0,224,8462,267,7,10,501760,211456,0,78166,4096,2089811968,4096,512,5,1,5,1,4,10,0,720896,1024,717559,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0xff24def0.0xff21f838.DataSectionObject.mfc80ENU.dll.dat,332,2,0,0,224,8450,267,8,0,0,53248,0,0,4096,1563820032,4096,4096,4,0,0,0,4,0,0,57344,4096,92139,2,1344,1048576,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0xff24def0.0xff385990.ImageSectionObject.mfc80ENU.dll.img,332,2,0,0,224,8450,267,8,0,0,53248,0,0,4096,1563820032,4096,4096,4,0,0,0,4,0,0,57344,4096,92139,2,1344,1048576,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0xff368130.0x80f06008.ImageSectionObject.shell32.dll.img,332,4,0,0,224,8462,267,7,10,2076160,6380544,0,129552,4096,2090598400,4096,512,5,1,5,1,4,10,0,8470528,1024,8440852,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0xff368130.0xff37b008.DataSectionObject.shell32.dll.dat,332,4,0,0,224,8462,267,7,10,2076160,6380544,0,129552,4096,2090598400,4096,512,5,1,5,1,4,10,0,8470528,1024,8440852,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0xff377e98.0x81002c68.ImageSectionObject.comdlg32.dll.img,332,4,0,0,224,8462,267,7,10,196096,90112,0,6840,4096,1983578112,4096,512,5,1,5,1,4,10,0,299008,1024,307679,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0xff37a130.0x80f70880.ImageSectionObject.ws2help.dll.img,332,4,0,0,224,8462,267,7,10,15872,3072,0,5698,4096,1906966528,4096,512,5,1,5,1,4,0,0,32768,1024,45046,3,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0xff37dcd8.0xff272ad0.DataSectionObject.msvcr80.dll.dat,332,5,0,0,224,8450,267,8,0,405504,225280,0,9003,4096,2014511104,4096,4096,4,0,0,0,4,0,0,634880,4096,662809,2,320,1048576,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0xff37dcd8.0xff37dbc0.ImageSectionObject.msvcr80.dll.img,332,5,0,0,224,8450,267,8,0,405504,225280,0,9003,4096,2014511104,4096,4096,4,0,0,0,4,0,0,634880,4096,662809,2,320,1048576,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0xff380b18.0xff386870.ImageSectionObject.shfolder.dll.img,332,4,0,0,224,8462,267,7,10,10752,13312,0,4464,4096,1987575808,4096,512,5,1,5,1,4,0,0,36864,1024,30542,2,1024,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0xff392130.0x80f537a0.ImageSectionObject.user32.dll.img,332,4,0,0,224,8462,267,7,10,388608,188928,0,69305,4096,2010382336,4096,512,5,1,5,1,4,0,0,589824,1024,641632,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0xff39a828.0xff3b8210.ImageSectionObject.glib-2.0.dll.img,332,5,0,0,224,8450,267,8,0,430080,344064,0,431116,4096,268435456,4096,4096,4,0,0,0,4,0,0,778240,4096,848846,2,0,1048576,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0xff39ba30.0xff3acf10.ImageSectionObject.VMControlPanel.cpl.img,332,5,0,0,224,8450,267,8,0,233472,319488,0,225330,4096,268435456,4096,4096,4,0,0,0,4,0,0,565248,4096,597449,2,0,1048576,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0xff3a0690.0x80f78b30.ImageSectionObject.crypt32.dll.img,332,4,0,0,224,8462,267,7,10,540160,56320,0,5698,4096,2007498752,4096,512,5,1,5,1,4,0,0,606208,1024,615569,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0xff3b0b88.0xff39ed58.ImageSectionObject.intl.dll.img,332,6,0,0,224,8450,267,8,0,41472,17408,0,39111,4096,268435456,4096,512,4,0,0,0,4,0,0,77824,1024,127171,2,0,1048576,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0xff3b0c60.0xff3b8308.ImageSectionObject.iconv.dll.img,332,6,0,0,224,8450,267,8,0,81920,1007616,0,78849,4096,268435456,4096,4096,4,0,0,0,4,0,0,1093632,4096,1165047,2,0,1048576,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0xff3b9130.0x80f04f30.ImageSectionObject.wininet.dll.img,332,4,0,0,224,8462,267,7,10,553984,117248,0,5453,4096,1998258176,4096,512,5,1,5,1,4,0,0,679936,1024,664765,2,0,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0xff3ba7d8.0x80f63868.DataSectionObject.msasn1.dll.dat,332,4,0,0,224,8462,267,7,10,53760,2560,0,13209,4096,2008154112,4096,512,5,1,5,1,4,0,0,73728,1024,71341,2,1024,262144,4096,1048576,4096,0,16,1
E:/sampel/zeus/pid432/file.0xff3ba7d8.0x80fadc50.ImageSectionObject.msasn1.dll.img,332,4,0,0,224,8462,267,7,10,53760,2560,0,13209,4096,2008154112,4096,512,5,1,5,1,4,0,0,73728,1024,71341,2,1024,262144,4096,1048576,4096,0,16,1
