E:/sampel/case6_pcdimas/dmp/pid.1000.0x7ff64c160000.dmp,34404,7,0,0,240,34,523,14,28,249856,212992,0,114192,4096,1.40696E+14,4096,4096,10,0,10,0,6,2,0,466944,4096,481926,3,49504,524288,32768,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.10008.0x7ff629a10000.dmp,34404,7,0,0,240,34,523,14,28,28672,36864,0,21376,4096,1.40695E+14,4096,4096,10,0,10,0,10,0,0,69632,4096,131198,2,49504,524288,16384,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.10064.0x7ff701f80000.dmp,34404,8,0,0,240,34,523,14,28,65536,53248,4096,29120,4096,1.40699E+14,4096,4096,10,0,10,0,10,0,0,126976,4096,148567,2,49632,524288,49152,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.10092.0x7ff629a10000.dmp,34404,7,0,0,240,34,523,14,28,28672,36864,0,21376,4096,1.40695E+14,4096,4096,10,0,10,0,10,0,0,69632,4096,131198,2,49504,524288,16384,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.1012.0x7ff606170000.dmp,34404,7,0,0,240,34,523,14,28,548864,188416,0,227296,4096,1.40695E+14,4096,4096,10,0,10,0,10,0,0,741376,4096,789539,2,49504,524288,32768,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.10260.0x7ff7839b0000.dmp,34404,6,0,0,240,34,523,14,16,471552,237056,0,273464,4096,1.40701E+14,4096,512,6,0,0,0,6,0,0,724992,1024,734380,3,33120,1048576,4096,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.10336.0x7ff629a10000.dmp,34404,7,0,0,240,34,523,14,28,28672,36864,0,21376,4096,1.40695E+14,4096,4096,10,0,10,0,10,0,0,69632,4096,131198,2,49504,524288,16384,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.10388.0x7ff716790000.dmp,34404,8,0,0,240,34,523,14,29,17408,1601024,0,5808,4096,1.40699E+14,4096,512,6,1,0,0,6,1,0,1646592,1024,1640522,2,49504,1048576,4096,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.1040.0x7ff620400000.dmp,34404,7,0,0,240,34,523,14,28,643072,249856,0,245776,4096,1.40695E+14,4096,4096,10,0,10,0,10,0,0,897024,4096,930473,2,49504,524288,57344,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.10432.0x7ff629a10000.dmp,34404,7,0,0,240,34,523,14,28,28672,36864,0,21376,4096,1.40695E+14,4096,4096,10,0,10,0,10,0,0,69632,4096,131198,2,49504,524288,16384,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.10600.0x7ff60b930000.dmp,34404,13,0,0,240,34,523,14,0,1876480,784384,0,1174560,4096,1.40695E+14,4096,512,5,2,0,0,5,2,0,2740224,1024,2695784,2,49504,8388608,4096,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.10684.0x7ff6a01b0000.dmp,34404,13,0,0,240,34,523,14,0,2442752,686080,0,914160,4096,1.40697E+14,4096,512,5,2,0,0,5,2,0,3207168,1024,3188581,2,49504,8388608,4096,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.10712.0x7ff783b20000.dmp,34404,7,0,0,240,34,523,14,29,685568,1943040,0,493312,4096,1.40701E+14,4096,512,6,0,0,0,6,0,0,2646016,1024,2685842,2,49504,1048576,4096,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.10756.0x7ff728220000.dmp,34404,6,0,0,240,34,523,14,29,971776,285184,0,860704,4096,1.407E+14,4096,512,6,0,0,0,6,0,0,1273856,1024,1308043,2,49504,1048576,4096,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.10844.0x7ff629a10000.dmp,34404,7,0,0,240,34,523,14,28,28672,36864,0,21376,4096,1.40695E+14,4096,4096,10,0,10,0,10,0,0,69632,4096,131198,2,49504,524288,16384,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.10872.0x7ff60b930000.dmp,34404,13,0,0,240,34,523,14,0,1876480,784384,0,1174560,4096,1.40695E+14,4096,512,5,2,0,0,5,2,0,2740224,1024,2695784,2,49504,8388608,4096,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.10880.0x7ff75a5e0000.dmp,34404,6,0,0,240,34,523,14,32,275968,213504,0,261736,4096,1.407E+14,4096,512,6,0,0,0,6,0,0,503808,1024,0,2,33120,1048576,4096,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.11112.0x7ff6a01b0000.dmp,34404,13,0,0,240,34,523,14,0,2442752,686080,0,914160,4096,1.40697E+14,4096,512,5,2,0,0,5,2,0,3207168,1024,3188581,2,49504,8388608,4096,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.11136.0x7ff6a01b0000.dmp,34404,13,0,0,240,34,523,14,0,2442752,686080,0,914160,4096,1.40697E+14,4096,512,5,2,0,0,5,2,0,3207168,1024,3188581,2,49504,8388608,4096,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.11232.0x950000.dmp,332,5,0,0,224,258,267,14,16,184832,111616,0,98997,4096,9764864,4096,512,5,1,0,0,5,1,0,311296,1024,335346,2,33088,1048576,4096,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.11256.0x7ff7131f0000.dmp,34404,6,0,0,240,34,523,14,16,230912,146432,0,137408,4096,1.40699E+14,4096,512,5,2,0,0,5,2,0,389120,1024,396236,2,33120,1048576,4096,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.11296.0x7ff6a01b0000.dmp,34404,13,0,0,240,34,523,14,0,2442752,686080,0,914160,4096,1.40697E+14,4096,512,5,2,0,0,5,2,0,3207168,1024,3188581,2,49504,8388608,4096,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.11508.0x7ff60b930000.dmp,34404,13,0,0,240,34,523,14,0,1876480,784384,0,1174560,4096,1.40695E+14,4096,512,5,2,0,0,5,2,0,2740224,1024,2695784,2,49504,8388608,4096,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.11520.0x7ff60b930000.dmp,34404,13,0,0,240,34,523,14,0,1876480,784384,0,1174560,4096,1.40695E+14,4096,512,5,2,0,0,5,2,0,2740224,1024,2695784,2,49504,8388608,4096,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.11540.0x7ff60b930000.dmp,34404,13,0,0,240,34,523,14,0,1876480,784384,0,1174560,4096,1.40695E+14,4096,512,5,2,0,0,5,2,0,2740224,1024,2695784,2,49504,8388608,4096,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.1160.0x7ff629a10000.dmp,34404,7,0,0,240,34,523,14,28,28672,36864,0,21376,4096,1.40695E+14,4096,4096,10,0,10,0,10,0,0,69632,4096,131198,2,49504,524288,16384,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.11744.0x780000.dmp,332,5,0,0,224,258,267,14,28,5632,5120,0,6496,4096,7864320,4096,512,10,0,10,0,10,0,0,28672,1024,74302,2,49216,262144,16384,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.11796.0x7ff629a10000.dmp,34404,7,0,0,240,34,523,14,28,28672,36864,0,21376,4096,1.40695E+14,4096,4096,10,0,10,0,10,0,0,69632,4096,131198,2,49504,524288,16384,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.11828.0x7ff727670000.dmp,34404,7,0,0,240,34,523,8,0,777216,1988608,0,5696,4096,1.40699E+14,4096,512,4,0,0,0,5,2,0,2785280,1024,2811566,2,33088,1048576,4096,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.1188.0x7ff7c4c10000.dmp,34404,6,0,0,240,34,523,14,28,663552,192512,0,233424,4096,1.40702E+14,4096,4096,10,0,10,0,10,0,0,860160,4096,894347,2,49504,524288,8192,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.11880.0x7ff674ec0000.dmp,34404,8,0,0,240,34,523,14,28,1775616,5130752,0,1290848,4096,1.40697E+14,4096,512,6,0,0,0,6,0,0,6926336,1024,6944531,2,49504,1048576,4096,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.11916.0x7ff60b930000.dmp,34404,13,0,0,240,34,523,14,0,1876480,784384,0,1174560,4096,1.40695E+14,4096,512,5,2,0,0,5,2,0,2740224,1024,2695784,2,49504,8388608,4096,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.11948.0x7ff701f80000.dmp,34404,8,0,0,240,34,523,14,28,65536,53248,4096,29120,4096,1.40699E+14,4096,4096,10,0,10,0,10,0,0,126976,4096,148567,2,49632,524288,49152,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.1196.0x7ff7c4c10000.dmp,34404,6,0,0,240,34,523,14,28,663552,192512,0,233424,4096,1.40702E+14,4096,4096,10,0,10,0,10,0,0,860160,4096,894347,2,49504,524288,8192,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.12004.0x7ff60b930000.dmp,34404,13,0,0,240,34,523,14,0,1876480,784384,0,1174560,4096,1.40695E+14,4096,512,5,2,0,0,5,2,0,2740224,1024,2695784,2,49504,8388608,4096,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.12088.0x7ff701f80000.dmp,34404,8,0,0,240,34,523,14,28,65536,53248,4096,29120,4096,1.40699E+14,4096,4096,10,0,10,0,10,0,0,126976,4096,148567,2,49632,524288,49152,1048576,4096,0,16
E:/sampel/case6_pcdimas/dmp/pid.12352.0x7ff7b4a20000.dmp,34404,7,0,0,240,34,523,14,30,2564096,585728,0,2447072,4096,1.40702E+14,4096,4096,10,0,10,0,6,1,0,3153920,4096,3178595,3,49504,524288,65536,1048576,4096,0,16
